state,gender,legal,indigenous,date,count
1,2,2,2,2016/03/01,231
1,1,3,2,2016/03/01,3
1,2,3,2,2016/03/01,1
1,1,4,2,2016/03/01,5847
1,2,4,2,2016/03/01,373
1,1,2,3,2016/03/01,81
1,2,2,3,2016/03/01,11
1,1,3,3,2016/03/01,0
1,2,3,3,2016/03/01,0
1,1,4,3,2016/03/01,15
1,2,4,3,2016/03/01,1
1,1,2,1,2016/06/01,837
1,2,2,1,2016/06/01,132
1,1,3,1,2016/06/01,0
1,2,3,1,2016/06/01,0
1,1,4,1,2016/06/01,1929
1,2,4,1,2016/06/01,177
1,1,2,2,2016/06/01,2927
1,2,2,2,2016/06/01,269
1,1,3,2,2016/06/01,2
1,2,3,2,2016/06/01,1
1,1,4,2,2016/06/01,5904
1,2,4,2,2016/06/01,348
1,1,2,3,2016/06/01,86
1,2,2,3,2016/06/01,13
1,1,3,3,2016/06/01,0
1,2,3,3,2016/06/01,0
1,1,4,3,2016/06/01,18
1,2,4,3,2016/06/01,0
1,1,2,1,2016/09/01,810
1,2,2,1,2016/09/01,127
1,1,3,1,2016/09/01,1
1,2,3,1,2016/09/01,0
1,1,4,1,2016/09/01,1947
1,2,4,1,2016/09/01,196
1,1,2,2,2016/09/01,2960
1,2,2,2,2016/09/01,285
1,1,3,2,2016/09/01,2
1,2,3,2,2016/09/01,1
1,1,4,2,2016/09/01,5959
1,2,4,2,2016/09/01,343
1,1,2,3,2016/09/01,59
1,2,2,3,2016/09/01,13
1,1,3,3,2016/09/01,0
1,2,3,3,2016/09/01,0
1,1,4,3,2016/09/01,18
1,2,4,3,2016/09/01,2
1,1,2,1,2016/12/01,813
1,2,2,1,2016/12/01,126
1,1,3,1,2016/12/01,2
1,2,3,1,2016/12/01,0
1,1,4,1,2016/12/01,1903
1,2,4,1,2016/12/01,217
1,1,2,2,2016/12/01,2994
1,2,2,2,2016/12/01,286
1,1,3,2,2016/12/01,1
1,2,3,2,2016/12/01,1
1,1,4,2,2016/12/01,5998
1,2,4,2,2016/12/01,367
1,1,2,3,2016/12/01,66
1,2,2,3,2016/12/01,14
1,1,3,3,2016/12/01,0
1,2,3,3,2016/12/01,0
1,1,4,3,2016/12/01,15
1,2,4,3,2016/12/01,2
2,1,2,1,2005/03/01,34
2,2,2,1,2005/03/01,4
2,1,3,1,2005/03/01,NA
2,2,3,1,2005/03/01,NA
2,1,4,1,2005/03/01,126
2,2,4,1,2005/03/01,12
2,1,2,2,2005/03/01,537
2,2,2,2,2005/03/01,55
2,1,3,2,2005/03/01,NA
2,2,3,2,2005/03/01,NA
2,1,4,2,2005/03/01,2546
2,2,4,2,2005/03/01,182
2,1,2,3,2005/03/01,16
2,2,2,3,2005/03/01,3
2,1,3,3,2005/03/01,NA
2,2,3,3,2005/03/01,NA
2,1,4,3,2005/03/01,17
2,2,4,3,2005/03/01,2
2,1,2,1,2005/06/01,42
2,2,2,1,2005/06/01,2
2,1,3,1,2005/06/01,NA
2,2,3,1,2005/06/01,NA
2,1,4,1,2005/06/01,127
2,2,4,1,2005/06/01,13
2,1,2,2,2005/06/01,528
2,2,2,2,2005/06/01,55
2,1,3,2,2005/06/01,NA
2,2,3,2,2005/06/01,NA
2,1,4,2,2005/06/01,2591
2,2,4,2,2005/06/01,179
2,1,2,3,2005/06/01,17
2,2,2,3,2005/06/01,2
2,1,3,3,2005/06/01,NA
2,2,3,3,2005/06/01,NA
2,1,4,3,2005/06/01,32
2,2,4,3,2005/06/01,4
2,1,2,1,2005/09/01,43
2,2,2,1,2005/09/01,6
2,1,3,1,2005/09/01,NA
2,2,3,1,2005/09/01,NA
2,1,4,1,2005/09/01,146
2,2,4,1,2005/09/01,15
2,1,2,2,2005/09/01,523
2,2,2,2,2005/09/01,50
2,1,3,2,2005/09/01,NA
2,2,3,2,2005/09/01,NA
2,1,4,2,2005/09/01,2639
2,2,4,2,2005/09/01,177
2,1,2,3,2005/09/01,27
2,2,2,3,2005/09/01,3
2,1,3,3,2005/09/01,NA
2,2,3,3,2005/09/01,NA
2,1,4,3,2005/09/01,43
2,2,4,3,2005/09/01,6
2,1,2,1,2005/12/01,41
2,2,2,1,2005/12/01,5
2,1,3,1,2005/12/01,NA
2,2,3,1,2005/12/01,NA
2,1,4,1,2005/12/01,147
2,2,4,1,2005/12/01,12
2,1,2,2,2005/12/01,535
2,2,2,2,2005/12/01,47
2,1,3,2,2005/12/01,NA
2,2,3,2,2005/12/01,NA
2,1,4,2,2005/12/01,2608
2,2,4,2,2005/12/01,170
2,1,2,3,2005/12/01,26
2,2,2,3,2005/12/01,2
2,1,3,3,2005/12/01,NA
2,2,3,3,2005/12/01,NA
2,1,4,3,2005/12/01,50
2,2,4,3,2005/12/01,6
2,1,2,1,2006/03/01,39
2,2,2,1,2006/03/01,4
2,1,3,1,2006/03/01,NA
2,2,3,1,2006/03/01,NA
2,1,4,1,2006/03/01,151
2,2,4,1,2006/03/01,8
2,1,2,2,2006/03/01,537
2,2,2,2,2006/03/01,44
2,1,3,2,2006/03/01,NA
2,2,3,2,2006/03/01,NA
2,1,4,2,2006/03/01,2535
2,2,4,2,2006/03/01,156
2,1,2,3,2006/03/01,29
2,2,2,3,2006/03/01,2
2,1,3,3,2006/03/01,NA
2,2,3,3,2006/03/01,NA
2,1,4,3,2006/03/01,47
2,2,4,3,2006/03/01,4
2,1,2,1,2006/06/01,40
2,2,2,1,2006/06/01,5
2,1,3,1,2006/06/01,NA
2,2,3,1,2006/06/01,NA
2,1,4,1,2006/06/01,157
2,2,4,1,2006/06/01,8
2,1,2,2,2006/06/01,529
2,2,2,2,2006/06/01,40
2,1,3,2,2006/06/01,NA
2,2,3,2,2006/06/01,NA
2,1,4,2,2006/06/01,2620
2,2,4,2,2006/06/01,167
2,1,2,3,2006/06/01,28
2,2,2,3,2006/06/01,2
2,1,3,3,2006/06/01,NA
2,2,3,3,2006/06/01,NA
2,1,4,3,2006/06/01,72
2,2,4,3,2006/06/01,3
2,1,2,1,2006/09/01,50
2,2,2,1,2006/09/01,3
2,1,3,1,2006/09/01,NA
2,2,3,1,2006/09/01,NA
2,1,4,1,2006/09/01,156
2,2,4,1,2006/09/01,11
2,1,2,2,2006/09/01,602
2,2,2,2,2006/09/01,44
2,1,3,2,2006/09/01,NA
2,2,3,2,2006/09/01,NA
2,1,4,2,2006/09/01,2761
2,2,4,2,2006/09/01,181
2,1,2,3,2006/09/01,35
2,2,2,3,2006/09/01,1
2,1,3,3,2006/09/01,NA
2,2,3,3,2006/09/01,NA
2,1,4,3,2006/09/01,89
2,2,4,3,2006/09/01,7
2,1,2,1,2006/12/01,48
2,2,2,1,2006/12/01,2
2,1,3,1,2006/12/01,NA
2,2,3,1,2006/12/01,NA
2,1,4,1,2006/12/01,164
2,2,4,1,2006/12/01,10
2,1,2,2,2006/12/01,636
2,2,2,2,2006/12/01,42
2,1,3,2,2006/12/01,NA
2,2,3,2,2006/12/01,NA
2,1,4,2,2006/12/01,2832
2,2,4,2,2006/12/01,182
2,1,2,3,2006/12/01,38
2,2,2,3,2006/12/01,1
2,1,3,3,2006/12/01,NA
2,2,3,3,2006/12/01,NA
2,1,4,3,2006/12/01,91
2,2,4,3,2006/12/01,5
2,1,2,1,2007/03/01,49
2,2,2,1,2007/03/01,3
2,1,3,1,2007/03/01,NA
2,2,3,1,2007/03/01,NA
2,1,4,1,2007/03/01,159
2,2,4,1,2007/03/01,11
2,1,2,2,2007/03/01,620
2,2,2,2,2007/03/01,46
2,1,3,2,2007/03/01,NA
2,2,3,2,2007/03/01,NA
2,1,4,2,2007/03/01,2838
2,2,4,2,2007/03/01,176
2,1,2,3,2007/03/01,26
2,2,2,3,2007/03/01,2
2,1,3,3,2007/03/01,NA
2,2,3,3,2007/03/01,NA
2,1,4,3,2007/03/01,83
2,2,4,3,2007/03/01,5
2,1,2,1,2007/06/01,46
2,2,2,1,2007/06/01,4
2,1,3,1,2007/06/01,NA
2,2,3,1,2007/06/01,NA
2,1,4,1,2007/06/01,158
2,2,4,1,2007/06/01,12
2,1,2,2,2007/06/01,679
2,2,2,2,2007/06/01,49
2,1,3,2,2007/06/01,NA
2,2,3,2,2007/06/01,NA
2,1,4,2,2007/06/01,2977
2,2,4,2,2007/06/01,184
2,1,2,3,2007/06/01,1
2,2,2,3,2007/06/01,1
2,1,3,3,2007/06/01,NA
2,2,3,3,2007/06/01,NA
2,1,4,3,2007/06/01,3
2,2,4,3,2007/06/01,2
2,1,2,1,2007/09/01,55
2,2,2,1,2007/09/01,3
2,1,3,1,2007/09/01,NA
2,2,3,1,2007/09/01,NA
2,1,4,1,2007/09/01,167
2,2,4,1,2007/09/01,13
2,1,2,2,2007/09/01,701
2,2,2,2,2007/09/01,51
2,1,3,2,2007/09/01,NA
2,2,3,2,2007/09/01,NA
2,1,4,2,2007/09/01,2992
2,2,4,2,2007/09/01,183
2,1,2,3,2007/09/01,2
2,2,2,3,2007/09/01,0
2,1,3,3,2007/09/01,NA
2,2,3,3,2007/09/01,NA
2,1,4,3,2007/09/01,3
2,2,4,3,2007/09/01,1
2,1,2,1,2007/12/01,44
2,2,2,1,2007/12/01,3
2,1,3,1,2007/12/01,NA
2,2,3,1,2007/12/01,NA
2,1,4,1,2007/12/01,174
2,2,4,1,2007/12/01,10
2,1,2,2,2007/12/01,702
2,2,2,2,2007/12/01,44
2,1,3,2,2007/12/01,NA
2,2,3,2,2007/12/01,NA
2,1,4,2,2007/12/01,3058
2,2,4,2,2007/12/01,190
2,1,2,3,2007/12/01,4
2,2,2,3,2007/12/01,3
2,1,3,3,2007/12/01,NA
2,2,3,3,2007/12/01,NA
2,1,4,3,2007/12/01,5
2,2,4,3,2007/12/01,3
2,1,2,1,2008/03/01,46
2,2,2,1,2008/03/01,5
2,1,3,1,2008/03/01,NA
2,2,3,1,2008/03/01,NA
2,1,4,1,2008/03/01,174
2,2,4,1,2008/03/01,11
2,1,2,2,2008/03/01,695
2,2,2,2,2008/03/01,45
2,1,3,2,2008/03/01,NA
2,2,3,2,2008/03/01,NA
2,1,4,2,2008/03/01,2952
2,2,4,2,2008/03/01,173
2,1,2,3,2008/03/01,3
2,2,2,3,2008/03/01,1
2,1,3,3,2008/03/01,NA
2,2,3,3,2008/03/01,NA
2,1,4,3,2008/03/01,5
2,2,4,3,2008/03/01,1
2,1,2,1,2008/06/01,48
2,2,2,1,2008/06/01,5
2,1,3,1,2008/06/01,NA
2,2,3,1,2008/06/01,NA
2,1,4,1,2008/06/01,174
2,2,4,1,2008/06/01,10
2,1,2,2,2008/06/01,742
2,2,2,2,2008/06/01,56
2,1,3,2,2008/06/01,NA
2,2,3,2,2008/06/01,NA
2,1,4,2,2008/06/01,2968
2,2,4,2,2008/06/01,165
2,1,2,3,2008/06/01,3
2,2,2,3,2008/06/01,1
2,1,3,3,2008/06/01,NA
2,2,3,3,2008/06/01,NA
2,1,4,3,2008/06/01,3
2,2,4,3,2008/06/01,1
2,1,2,1,2008/09/01,44
2,2,2,1,2008/09/01,7
2,1,3,1,2008/09/01,NA
2,2,3,1,2008/09/01,NA
2,1,4,1,2008/09/01,192
2,2,4,1,2008/09/01,10
2,1,2,2,2008/09/01,720
2,2,2,2,2008/09/01,54
2,1,3,2,2008/09/01,NA
2,2,3,2,2008/09/01,NA
2,1,4,2,2008/09/01,3074
2,2,4,2,2008/09/01,176
2,1,2,3,2008/09/01,1
2,2,2,3,2008/09/01,0
2,1,3,3,2008/09/01,NA
2,2,3,3,2008/09/01,NA
2,1,4,3,2008/09/01,3
2,2,4,3,2008/09/01,3
2,1,2,1,2008/12/01,48
2,2,2,1,2008/12/01,6
2,1,3,1,2008/12/01,NA
2,2,3,1,2008/12/01,NA
2,1,4,1,2008/12/01,185
2,2,4,1,2008/12/01,11
2,1,2,2,2008/12/01,742
2,2,2,2,2008/12/01,56
2,1,3,2,2008/12/01,NA
2,2,3,2,2008/12/01,NA
2,1,4,2,2008/12/01,3102
2,2,4,2,2008/12/01,169
2,1,2,3,2008/12/01,15
2,2,2,3,2008/12/01,2
2,1,3,3,2008/12/01,NA
2,2,3,3,2008/12/01,NA
2,1,4,3,2008/12/01,20
2,2,4,3,2008/12/01,3
2,1,2,1,2009/03/01,46
2,2,2,1,2009/03/01,7
2,1,3,1,2009/03/01,NA
2,2,3,1,2009/03/01,NA
2,1,4,1,2009/03/01,185
2,2,4,1,2009/03/01,11
2,1,2,2,2009/03/01,677
2,2,2,2,2009/03/01,61
2,1,3,2,2009/03/01,NA
2,2,3,2,2009/03/01,NA
2,1,4,2,2009/03/01,2994
2,2,4,2,2009/03/01,169
2,1,2,3,2009/03/01,20
2,2,2,3,2009/03/01,2
2,1,3,3,2009/03/01,NA
2,2,3,3,2009/03/01,NA
2,1,4,3,2009/03/01,37
2,2,4,3,2009/03/01,4
2,1,2,1,2009/06/01,36
2,2,2,1,2009/06/01,6
2,1,3,1,2009/06/01,NA
2,2,3,1,2009/06/01,NA
2,1,4,1,2009/06/01,190
2,2,4,1,2009/06/01,12
2,1,2,2,2009/06/01,732
2,2,2,2,2009/06/01,67
2,1,3,2,2009/06/01,NA
2,2,3,2,2009/06/01,NA
2,1,4,2,2009/06/01,2988
2,2,4,2,2009/06/01,169
2,1,2,3,2009/06/01,32
2,2,2,3,2009/06/01,4
2,1,3,3,2009/06/01,NA
2,2,3,3,2009/06/01,NA
2,1,4,3,2009/06/01,64
2,2,4,3,2009/06/01,11
2,1,2,1,2009/09/01,42
2,2,2,1,2009/09/01,6
2,1,3,1,2009/09/01,NA
2,2,3,1,2009/09/01,NA
2,1,4,1,2009/09/01,181
2,2,4,1,2009/09/01,10
2,1,2,2,2009/09/01,700
2,2,2,2,2009/09/01,68
2,1,3,2,2009/09/01,NA
2,2,3,2,2009/09/01,NA
2,1,4,2,2009/09/01,3085
2,2,4,2,2009/09/01,186
2,1,2,3,2009/09/01,25
2,2,2,3,2009/09/01,3
2,1,3,3,2009/09/01,NA
2,2,3,3,2009/09/01,NA
2,1,4,3,2009/09/01,67
2,2,4,3,2009/09/01,17
2,1,2,1,2009/12/01,55
2,2,2,1,2009/12/01,9
2,1,3,1,2009/12/01,NA
2,2,3,1,2009/12/01,NA
2,1,4,1,2009/12/01,189
2,2,4,1,2009/12/01,13
2,1,2,2,2009/12/01,733
2,2,2,2,2009/12/01,64
2,1,3,2,2009/12/01,NA
2,2,3,2,2009/12/01,NA
2,1,4,2,2009/12/01,3105
2,2,4,2,2009/12/01,208
2,1,2,3,2009/12/01,27
2,2,2,3,2009/12/01,3
2,1,3,3,2009/12/01,NA
2,2,3,3,2009/12/01,NA
2,1,4,3,2009/12/01,81
2,2,4,3,2009/12/01,17
2,1,2,1,2010/03/01,47
2,2,2,1,2010/03/01,5
2,1,3,1,2010/03/01,NA
2,2,3,1,2010/03/01,NA
2,1,4,1,2010/03/01,208
2,2,4,1,2010/03/01,19
2,1,2,2,2010/03/01,692
2,2,2,2,2010/03/01,60
2,1,3,2,2010/03/01,NA
2,2,3,2,2010/03/01,NA
2,1,4,2,2010/03/01,3094
2,2,4,2,2010/03/01,210
2,1,2,3,2010/03/01,29
2,2,2,3,2010/03/01,4
2,1,3,3,2010/03/01,NA
2,2,3,3,2010/03/01,NA
2,1,4,3,2010/03/01,92
2,2,4,3,2010/03/01,17
2,1,2,1,2010/06/01,50
2,2,2,1,2010/06/01,8
2,1,3,1,2010/06/01,NA
2,2,3,1,2010/06/01,NA
2,1,4,1,2010/06/01,208
2,2,4,1,2010/06/01,20
2,1,2,2,2010/06/01,709
2,2,2,2,2010/06/01,56
2,1,3,2,2010/06/01,NA
2,2,3,2,2010/06/01,NA
2,1,4,2,2010/06/01,3134
2,2,4,2,2010/06/01,211
2,1,2,3,2010/06/01,32
2,2,2,3,2010/06/01,6
2,1,3,3,2010/06/01,NA
2,2,3,3,2010/06/01,NA
2,1,4,3,2010/06/01,110
2,2,4,3,2010/06/01,17
2,1,2,1,2010/09/01,49
2,2,2,1,2010/09/01,7
2,1,3,1,2010/09/01,NA
2,2,3,1,2010/09/01,NA
2,1,4,1,2010/09/01,206
2,2,4,1,2010/09/01,18
2,1,2,2,2010/09/01,677
2,2,2,2,2010/09/01,58
2,1,3,2,2010/09/01,NA
2,2,3,2,2010/09/01,NA
2,1,4,2,2010/09/01,3224
2,2,4,2,2010/09/01,213
2,1,2,3,2010/09/01,15
2,2,2,3,2010/09/01,5
2,1,3,3,2010/09/01,NA
2,2,3,3,2010/09/01,NA
2,1,4,3,2010/09/01,77
2,2,4,3,2010/09/01,17
2,1,2,1,2010/12/01,46
2,2,2,1,2010/12/01,7
2,1,3,1,2010/12/01,NA
2,2,3,1,2010/12/01,NA
2,1,4,1,2010/12/01,213
2,2,4,1,2010/12/01,20
2,1,2,2,2010/12/01,706
2,2,2,2,2010/12/01,61
2,1,3,2,2010/12/01,NA
2,2,3,2,2010/12/01,NA
2,1,4,2,2010/12/01,3304
2,2,4,2,2010/12/01,222
2,1,2,3,2010/12/01,6
2,2,2,3,2010/12/01,1
2,1,3,3,2010/12/01,NA
2,2,3,3,2010/12/01,NA
2,1,4,3,2010/12/01,19
2,2,4,3,2010/12/01,1
2,1,2,1,2011/03/01,54
2,2,2,1,2011/03/01,6
2,1,3,1,2011/03/01,NA
2,2,3,1,2011/03/01,NA
2,1,4,1,2011/03/01,207
2,2,4,1,2011/03/01,23
2,1,2,2,2011/03/01,714
2,2,2,2,2011/03/01,65
2,1,3,2,2011/03/01,NA
2,2,3,2,2011/03/01,NA
2,1,4,2,2011/03/01,3198
2,2,4,2,2011/03/01,212
2,1,2,3,2011/03/01,8
2,2,2,3,2011/03/01,0
2,1,3,3,2011/03/01,NA
2,2,3,3,2011/03/01,NA
2,1,4,3,2011/03/01,27
2,2,4,3,2011/03/01,0
2,1,2,1,2011/06/01,55
2,2,2,1,2011/06/01,5
2,1,3,1,2011/06/01,NA
2,2,3,1,2011/06/01,NA
2,1,4,1,2011/06/01,210
2,2,4,1,2011/06/01,19
2,1,2,2,2011/06/01,760
2,2,2,2,2011/06/01,67
2,1,3,2,2011/06/01,NA
2,2,3,2,2011/06/01,NA
2,1,4,2,2011/06/01,3273
2,2,4,2,2011/06/01,228
2,1,2,3,2011/06/01,7
2,2,2,3,2011/06/01,1
2,1,3,3,2011/06/01,NA
2,2,3,3,2011/06/01,NA
2,1,4,3,2011/06/01,15
2,2,4,3,2011/06/01,1
2,1,2,1,2011/09/01,51
2,2,2,1,2011/09/01,6
2,1,3,1,2011/09/01,NA
2,2,3,1,2011/09/01,NA
2,1,4,1,2011/09/01,228
2,2,4,1,2011/09/01,15
2,1,2,2,2011/09/01,763
2,2,2,2,2011/09/01,60
2,1,3,2,2011/09/01,NA
2,2,3,2,2011/09/01,NA
2,1,4,2,2011/09/01,3362
2,2,4,2,2011/09/01,238
2,1,2,3,2011/09/01,13
2,2,2,3,2011/09/01,1
2,1,3,3,2011/09/01,NA
2,2,3,3,2011/09/01,NA
2,1,4,3,2011/09/01,23
2,2,4,3,2011/09/01,4
2,1,2,1,2011/12/01,58
2,2,2,1,2011/12/01,9
2,1,3,1,2011/12/01,NA
2,2,3,1,2011/12/01,NA
2,1,4,1,2011/12/01,216
2,2,4,1,2011/12/01,14
2,1,2,2,2011/12/01,762
2,2,2,2,2011/12/01,63
2,1,3,2,2011/12/01,NA
2,2,3,2,2011/12/01,NA
2,1,4,2,2011/12/01,3431
2,2,4,2,2011/12/01,239
2,1,2,3,2011/12/01,14
2,2,2,3,2011/12/01,3
2,1,3,3,2011/12/01,NA
2,2,3,3,2011/12/01,NA
2,1,4,3,2011/12/01,33
2,2,4,3,2011/12/01,4
2,1,2,1,2012/03/01,63
2,2,2,1,2012/03/01,10
2,1,3,1,2012/03/01,NA
2,2,3,1,2012/03/01,NA
2,1,4,1,2012/03/01,228
2,2,4,1,2012/03/01,16
2,1,2,2,2012/03/01,777
2,2,2,2,2012/03/01,68
2,1,3,2,2012/03/01,NA
2,2,3,2,2012/03/01,NA
2,1,4,2,2012/03/01,3356
2,2,4,2,2012/03/01,222
2,1,2,3,2012/03/01,11
2,2,2,3,2012/03/01,1
2,1,3,3,2012/03/01,NA
2,2,3,3,2012/03/01,NA
2,1,4,3,2012/03/01,37
2,2,4,3,2012/03/01,4
2,1,2,1,2012/06/01,69
2,2,2,1,2012/06/01,11
2,1,3,1,2012/06/01,NA
2,2,3,1,2012/06/01,NA
2,1,4,1,2012/06/01,249
2,2,4,1,2012/06/01,19
2,1,2,2,2012/06/01,817
2,2,2,2,2012/06/01,67
2,1,3,2,2012/06/01,NA
2,2,3,2,2012/06/01,NA
2,1,4,2,2012/06/01,3382
2,2,4,2,2012/06/01,224
2,1,2,3,2012/06/01,13
2,2,2,3,2012/06/01,3
2,1,3,3,2012/06/01,NA
2,2,3,3,2012/06/01,NA
2,1,4,3,2012/06/01,35
2,2,4,3,2012/06/01,6
2,1,2,1,2012/09/01,73
2,2,2,1,2012/09/01,10
2,1,3,1,2012/09/01,NA
2,2,3,1,2012/09/01,NA
2,1,4,1,2012/09/01,256
2,2,4,1,2012/09/01,21
2,1,2,2,2012/09/01,849
2,2,2,2,2012/09/01,73
2,1,3,2,2012/09/01,NA
2,2,3,2,2012/09/01,NA
2,1,4,2,2012/09/01,3359
2,2,4,2,2012/09/01,223
2,1,2,3,2012/09/01,14
2,2,2,3,2012/09/01,2
2,1,3,3,2012/09/01,NA
2,2,3,3,2012/09/01,NA
2,1,4,3,2012/09/01,36
2,2,4,3,2012/09/01,11
2,1,2,1,2012/12/01,58
2,2,2,1,2012/12/01,10
2,1,3,1,2012/12/01,NA
2,2,3,1,2012/12/01,NA
2,1,4,1,2012/12/01,265
2,2,4,1,2012/12/01,23
2,1,2,2,2012/12/01,829
2,2,2,2,2012/12/01,78
2,1,3,2,2012/12/01,NA
2,2,3,2,2012/12/01,NA
2,1,4,2,2012/12/01,3496
2,2,4,2,2012/12/01,216
2,1,2,3,2012/12/01,10
2,2,2,3,2012/12/01,5
2,1,3,3,2012/12/01,NA
2,2,3,3,2012/12/01,NA
2,1,4,3,2012/12/01,44
2,2,4,3,2012/12/01,6
2,1,2,1,2013/03/01,76
2,2,2,1,2013/03/01,11
2,1,3,1,2013/03/01,NA
2,2,3,1,2013/03/01,NA
2,1,4,1,2013/03/01,273
2,2,4,1,2013/03/01,20
2,1,2,2,2013/03/01,842
2,2,2,2,2013/03/01,77
2,1,3,2,2013/03/01,NA
2,2,3,2,2013/03/01,NA
2,1,4,2,2013/03/01,3572
2,2,4,2,2013/03/01,216
2,1,2,3,2013/03/01,19
2,2,2,3,2013/03/01,3
2,1,3,3,2013/03/01,NA
2,2,3,3,2013/03/01,NA
2,1,4,3,2013/03/01,53
2,2,4,3,2013/03/01,10
2,1,2,1,2013/06/01,78
2,2,2,1,2013/06/01,12
2,1,3,1,2013/06/01,NA
2,2,3,1,2013/06/01,NA
2,1,4,1,2013/06/01,285
2,2,4,1,2013/06/01,20
2,1,2,2,2013/06/01,843
2,2,2,2,2013/06/01,73
2,1,3,2,2013/06/01,NA
2,2,3,2,2013/06/01,NA
2,1,4,2,2013/06/01,3668
2,2,4,2,2013/06/01,238
2,1,2,3,2013/06/01,13
2,2,2,3,2013/06/01,3
2,1,3,3,2013/06/01,NA
2,2,3,3,2013/06/01,NA
2,1,4,3,2013/06/01,47
2,2,4,3,2013/06/01,7
2,1,2,1,2013/09/01,70
2,2,2,1,2013/09/01,10
2,1,3,1,2013/09/01,NA
2,2,3,1,2013/09/01,NA
2,1,4,1,2013/09/01,304
2,2,4,1,2013/09/01,21
2,1,2,2,2013/09/01,804
2,2,2,2,2013/09/01,84
2,1,3,2,2013/09/01,NA
2,2,3,2,2013/09/01,NA
2,1,4,2,2013/09/01,3825
2,2,4,2,2013/09/01,256
2,1,2,3,2013/09/01,12
2,2,2,3,2013/09/01,5
2,1,3,3,2013/09/01,NA
2,2,3,3,2013/09/01,NA
2,1,4,3,2013/09/01,46
2,2,4,3,2013/09/01,12
2,1,2,1,2013/12/01,70
2,2,2,1,2013/12/01,14
2,1,3,1,2013/12/01,NA
2,2,3,1,2013/12/01,NA
2,1,4,1,2013/12/01,338
2,2,4,1,2013/12/01,29
2,1,2,2,2013/12/01,777
2,2,2,2,2013/12/01,87
2,1,3,2,2013/12/01,NA
2,2,3,2,2013/12/01,NA
2,1,4,2,2013/12/01,4061
2,2,4,2,2013/12/01,257
2,1,2,3,2013/12/01,16
2,2,2,3,2013/12/01,11
2,1,3,3,2013/12/01,NA
2,2,3,3,2013/12/01,NA
2,1,4,3,2013/12/01,62
2,2,4,3,2013/12/01,14
2,1,2,1,2014/03/01,82
2,2,2,1,2014/03/01,10
2,1,3,1,2014/03/01,NA
2,2,3,1,2014/03/01,NA
2,1,4,1,2014/03/01,339
2,2,4,1,2014/03/01,31
2,1,2,2,2014/03/01,824
2,2,2,2,2014/03/01,82
2,1,3,2,2014/03/01,NA
2,2,3,2,2014/03/01,NA
2,1,4,2,2014/03/01,4142
2,2,4,2,2014/03/01,248
2,1,2,3,2014/03/01,15
2,2,2,3,2014/03/01,16
2,1,3,3,2014/03/01,NA
2,2,3,3,2014/03/01,NA
2,1,4,3,2014/03/01,59
2,2,4,3,2014/03/01,18
2,1,2,1,2014/06/01,95
2,2,2,1,2014/06/01,13
2,1,3,1,2014/06/01,NA
2,2,3,1,2014/06/01,NA
2,1,4,1,2014/06/01,330
2,2,4,1,2014/06/01,25
2,1,2,2,2014/06/01,894
2,2,2,2,2014/06/01,81
2,1,3,2,2014/06/01,NA
2,2,3,2,2014/06/01,NA
2,1,4,2,2014/06/01,4235
2,2,4,2,2014/06/01,248
2,1,2,3,2014/06/01,17
2,2,2,3,2014/06/01,10
2,1,3,3,2014/06/01,NA
2,2,3,3,2014/06/01,NA
2,1,4,3,2014/06/01,50
2,2,4,3,2014/06/01,23
2,1,2,1,2014/09/01,101
2,2,2,1,2014/09/01,19
2,1,3,1,2014/09/01,NA
2,2,3,1,2014/09/01,NA
2,1,4,1,2014/09/01,350
2,2,4,1,2014/09/01,22
2,1,2,2,2014/09/01,999
2,2,2,2,2014/09/01,73
2,1,3,2,2014/09/01,NA
2,2,3,2,2014/09/01,NA
2,1,4,2,2014/09/01,4306
2,2,4,2,2014/09/01,278
2,1,2,3,2014/09/01,12
2,2,2,3,2014/09/01,6
2,1,3,3,2014/09/01,NA
2,2,3,3,2014/09/01,NA
2,1,4,3,2014/09/01,26
2,2,4,3,2014/09/01,14
2,1,2,1,2014/12/01,104
2,2,2,1,2014/12/01,19
2,1,3,1,2014/12/01,NA
2,2,3,1,2014/12/01,NA
2,1,4,1,2014/12/01,359
2,2,4,1,2014/12/01,28
2,1,2,2,2014/12/01,1143
2,2,2,2,2014/12/01,101
2,1,3,2,2014/12/01,NA
2,2,3,2,2014/12/01,NA
2,1,4,2,2014/12/01,4327
2,2,4,2,2014/12/01,286
2,1,2,3,2014/12/01,28
2,2,2,3,2014/12/01,3
2,1,3,3,2014/12/01,NA
2,2,3,3,2014/12/01,NA
2,1,4,3,2014/12/01,26
2,2,4,3,2014/12/01,5
2,1,2,1,2015/03/01,126
2,2,2,1,2015/03/01,16
2,1,3,1,2015/03/01,NA
2,2,3,1,2015/03/01,NA
2,1,4,1,2015/03/01,354
2,2,4,1,2015/03/01,29
2,1,2,2,2015/03/01,1239
2,2,2,2,2015/03/01,112
2,1,3,2,2015/03/01,NA
2,2,3,2,2015/03/01,NA
2,1,4,2,2015/03/01,4247
2,2,4,2,2015/03/01,286
2,1,2,3,2015/03/01,27
2,2,2,3,2015/03/01,4
2,1,3,3,2015/03/01,NA
2,2,3,3,2015/03/01,NA
2,1,4,3,2015/03/01,30
2,2,4,3,2015/03/01,3
2,1,2,1,2015/06/01,106
